loan_application_no,disbursed_date,disbursed_amount,source_entity_name,final_tpv,score,gender,age,industryy,status,city,state,pincode,disbursed_year,disbursed_month,disbursed_quarter,score_band,age_band,city_clean,is_metro_city,loan_to_tpv,amount_per_age,amount_x_score,predicted_income
2356,2025-01-07,21091.0,PPP,10909.0,791,Male,48.0,Food & Beverages,DISBURSED,Nashik,Maharashtra,422213.0,2025.0,1.0,1.0,>750,46-60,nashik,0,1.9333577779814832,439.3958333333333,16682981.0,10908.529649999999
2357,2025-01-08,73309.0,PPP,24428.66,763,Male,25.0,Food & Beverages,CLOSED,K v rangareddy,Telangana,501218.0,2025.0,1.0,1.0,>750,22-25,k v rangareddy,0,3.0009423357646305,2932.36,55934767.0,24450.308000000055
2358,2025-01-08,29379.0,BBB,19300.0,145,Female,50.0,Grocery And Daily Needs,CLOSED,Barabanki,Uttar Pradesh,225003.0,2025.0,1.0,1.0,<600,46-60,barabanki,0,1.5222279792746114,587.58,4259955.0,19250.266000000007
2359,2025-01-08,238225.0,BBB,52639.0,746,Male,34.0,Food & Beverages,DISBURSED,Mumbai,Maharashtra,400092.0,2025.0,1.0,1.0,700-749,31-35,mumbai,1,4.525636885199187,7006.617647058823,177715850.0,52778.00570000001
2360,2025-01-08,33971.0,BBB,66369.0,761,Male,24.0,Grocery And Daily Needs,CLOSED,Samastipur,Bihar,848117.0,2025.0,1.0,1.0,>750,22-25,samastipur,0,0.5118504120899817,1415.4583333333333,25851931.0,68245.45995
2361,2025-01-10,33971.0,BBB,52888.0,761,Female,48.0,Grocery And Daily Needs,CLOSED,Ghaziabad,Uttar Pradesh,201001.0,2025.0,1.0,1.0,>750,46-60,ghaziabad,0,0.642319618817123,707.7291666666666,25851931.0,52473.29814999997
2362,2025-01-09,38824.0,BBB,81860.0,133,Male,23.0,Others,CANCELLED,Nadiad,Gujarat,387530.0,2025.0,1.0,1.0,<600,22-25,nadiad,0,0.4742731492792573,1688.0,5163592.0,81731.6869
2363,2025-01-08,14380.0,PPP,10396.5,724,Male,35.0,Retail And Shopping,CLOSED,Bagalkot,Karnataka,587201.0,2025.0,1.0,1.0,700-749,31-35,bagalkot,0,1.3831577934881931,410.85714285714283,10411120.0,11026.186700000006
2364,2025-01-08,23822.0,BBB,4689.2,739,Male,43.0,Grocery And Daily Needs,DISBURSED,Patna,Bihar,800020.0,2025.0,1.0,1.0,700-749,36-45,patna,0,5.0801842531775145,554.0,17604458.0,4697.929999999984
2365,2025-01-10,29379.0,BBB,30931.0,162,Male,23.0,Grocery And Daily Needs,CLOSED,Fatehabad,Uttar Pradesh,283111.0,2025.0,1.0,1.0,<600,22-25,fatehabad,0,0.9498238013643271,1277.3478260869565,4759398.0,31016.0718
2366,2025-01-08,287610.0,PPP,142309.0,746,Male,34.0,Food & Beverages,DISBURSED,Agra,Uttar Pradesh,282001.0,2025.0,1.0,1.0,700-749,31-35,agra,0,2.021024671665179,8459.117647058823,214557060.0,142505.18539999987
2367,2025-01-08,52728.0,PPP,18133.66,757,Male,42.0,Food & Beverages,DISBURSED,South West Delhi,Delhi,110043.0,2025.0,1.0,1.0,>750,36-45,south west delhi,0,2.9077417355349113,1255.4285714285713,39915096.0,18174.935850000023
2368,2025-01-08,152406.0,PPP,50646.0,786,Male,41.0,Food & Beverages,DISBURSED,Kanchipuram,Tamil Nadu,600016.0,2025.0,1.0,1.0,>750,36-45,kanchipuram,0,3.0092406113019785,3717.2195121951218,119791116.0,50791.18130000002
2369,2025-01-10,479350.0,PPP,372961.0000000001,755,Female,37.0,Food & Beverages,DISBURSED,Pune,Maharashtra,412115.0,2025.0,1.0,1.0,>750,36-45,pune,1,1.285255026664986,12955.405405405405,361909250.0,372961.00000000006
2370,2025-01-09,285870.0,BBB,101661.0,710,Male,28.0,Grocery And Daily Needs,DISBURSED,Sangli,Maharashtra,416410.0,2025.0,1.0,1.0,700-749,26-30,sangli,0,2.811992799598666,10209.642857142857,202967700.0,102085.50545000001
2371,2025-01-08,95290.0,BBB,43187.0,776,Female,34.0,Grocery And Daily Needs,DISBURSED,East Godavari,Andhra Pradesh,533297.0,2025.0,1.0,1.0,>750,31-35,east godavari,0,2.206451015351842,2802.6470588235293,73945040.0,43059.839700000004
2372,2025-01-08,29379.0,BBB,16593.0,143,Female,48.0,Grocery And Daily Needs,CLOSED,West Godavari,Andhra Pradesh,534211.0,2025.0,1.0,1.0,<600,46-60,west godavari,0,1.7705659012836739,612.0625,4201197.0,16746.072700000004
2373,2025-01-10,470550.0,BBB,135390.0,747,Male,32.0,Food & Beverages,DISBURSED,Bengaluru,Karnataka,560048.0,2025.0,1.0,1.0,700-749,31-35,bengaluru,1,3.4755151783735876,14704.6875,351500850.0,135202.3198
2374,2025-01-08,159987.0,BBB,79926.0,700,Male,30.0,Food & Beverages,DISBURSED,Kordha,Odisha / Orissa,752101.0,2025.0,1.0,1.0,600-699,26-30,kordha,0,2.001689062382704,5332.9,111990900.0,80000.77535000001
2375,2025-03-04,101946.0,TTT,22500.0,743,Male,40.0,Retail And Shopping,DISBURSED,Dehradun,Uttarakhand,248001.0,2025.0,3.0,1.0,700-749,36-45,dehradun,0,4.5309333333333335,2548.65,75745878.0,22418.7916
2376,2025-02-25,82808.0,TTT,37500.0,735,Male,39.0,Food & Beverages,DISBURSED,Mumbai,Maharashtra,400064.0,2025.0,2.0,1.0,700-749,36-45,mumbai,1,2.208213333333333,2123.2820512820513,60863880.0,37501.60665
2377,2025-02-24,38581.0,TTT,17500.0,138,Male,60.0,Food & Beverages,DISBURSED,CUTTACK,Odisha,753009.0,2025.0,2.0,1.0,<600,46-60,cuttack,0,2.2046285714285716,643.0166666666667,5324178.0,17495.947050000002
2378,2025-02-24,92218.0,TTT,52500.0,170,Male,27.0,Retail And Shopping,DISBURSED,Mumbai,Maharashtra,400050.0,2025.0,2.0,1.0,<600,26-30,mumbai,1,1.7565333333333333,3415.4814814814813,15677060.0,51690.09535000004
2379,2025-02-04,118878.0,PPP,30130.33,755,Male,25.0,Grocery And Daily Needs,DISBURSED,Guntur,Andhra Pradesh,522007.0,2025.0,2.0,1.0,>750,22-25,guntur,0,3.9454596083083056,4755.12,89752890.0,30395.808050000054
2380,2025-02-07,50185.0,TTT,22500.0,749,Male,33.0,Retail And Shopping,DISBURSED,Nagpur,Maharashtra,441302.0,2025.0,2.0,1.0,700-749,31-35,nagpur,0,2.2304444444444442,1520.7575757575758,37588565.0,22498.93995
2381,2025-01-15,17627.0,BBB,12714.0,136,Male,43.0,Others,CANCELLED,Nalgonda,TELANGANA,508286.0,2025.0,1.0,1.0,<600,36-45,nalgonda,0,1.386424414031776,409.93023255813955,2397272.0,12666.646400000001
2382,2025-01-13,71467.0,BBB,142762.0,758,Male,34.0,Grocery And Daily Needs,DISBURSED,Dewas,Madhya Pradesh,455001.0,2025.0,1.0,1.0,>750,31-35,dewas,0,0.5006024011991986,2101.970588235294,54171986.0,145023.0572999999
2383,2025-01-13,38115.0,BBB,61892.0,743,Male,37.0,Food & Beverages,CLOSED,East Godavari,Andhra Pradesh,533002.0,2025.0,1.0,1.0,700-749,36-45,east godavari,0,0.6158308020422671,1030.1351351351352,28319445.0,61134.78125000001
2384,2025-01-12,470550.0,BBB,100597.0,777,Female,31.0,Grocery And Daily Needs,DISBURSED,Bengaluru,Karnataka,560026.0,2025.0,1.0,1.0,>750,31-35,bengaluru,1,4.6775748779784685,15179.032258064517,365617350.0,101045.45545000002
2385,2025-01-06,36430.0,PPP,29049.0,735,Male,25.0,Travel & Hospitality,CLOSED,Ghaziabad,Uttar Pradesh,201009.0,2025.0,1.0,1.0,700-749,22-25,ghaziabad,0,1.2540879204103412,1457.2,26776050.0,29082.193650000016
2386,2025-01-06,37619.0,PPP,21970.33,786,Male,44.0,Food & Beverages,CLOSED,Ranchi,Jharkhand,834001.0,2025.0,1.0,1.0,>750,36-45,ranchi,0,1.7122637666343654,854.9772727272727,29568534.0,21732.721800000047
2387,2025-01-06,62315.0,PPP,21409.0,146,Female,63.0,Grocery And Daily Needs,DISBURSED,Hooghly,West Bengal,712233.0,2025.0,1.0,1.0,<600,60+,hooghly,0,2.9106917651454998,989.1269841269841,9097990.0,21177.712100000008
2388,2025-01-07,470550.0,BBB,242445.0,732,Female,46.0,Healthcare And Wellness,CLOSED,Hyderabad,Telangana,500003.0,2025.0,1.0,1.0,700-749,46-60,hyderabad,1,1.9408525644991648,10229.347826086956,344442600.0,242079.58554999993
2389,2025-01-06,50811.0,PPP,23186.0,149,Male,24.0,Grocery And Daily Needs,DISBURSED,Pune,Maharashtra,411017.0,2025.0,1.0,1.0,<600,22-25,pune,1,2.19145173811783,2117.125,7570839.0,23286.669000000005
2390,2025-01-06,23967.0,PPP,11255.66,763,Male,32.0,Healthcare And Wellness,DISBURSED,Bhopal,Madhya Pradesh,462001.0,2025.0,1.0,1.0,>750,31-35,bhopal,0,2.129328711066255,748.96875,18286821.0,11271.804999999986
2391,2025-01-06,192920.0,PPP,66513.66,740,Male,32.0,Service And Utilities,DISBURSED,South West Delhi,Delhi,110037.0,2025.0,1.0,1.0,700-749,31-35,south west delhi,0,2.9004568384900185,6028.75,142760800.0,66524.8336000001
2392,2025-01-06,190580.0,BBB,77517.0,774,Male,36.0,Others,DISBURSED,Thane,Maharashtra,421501.0,2025.0,1.0,1.0,>750,36-45,thane,0,2.458557477714566,5293.888888888889,147508920.0,77590.04595
2393,2025-01-06,282330.0,BBB,77425.0,742,Male,34.0,Grocery And Daily Needs,DISBURSED,Jodhpur,Rajasthan,342006.0,2025.0,1.0,1.0,700-749,31-35,jodhpur,0,3.646496609622215,8303.823529411764,209488860.0,77615.63735000003
2394,2025-01-06,190580.0,BBB,39429.0,786,Male,34.0,Grocery And Daily Needs,DISBURSED,Hyderabad,Telangana,500019.0,2025.0,1.0,1.0,>750,31-35,hyderabad,1,4.833498186613913,5605.294117647059,149795880.0,40614.3724
2395,2025-01-06,36654.0,PPP,41920.33,779,Male,50.0,Retail And Shopping,CLOSED,Ahmedabad,Gujarat,382340.0,2025.0,1.0,1.0,>750,46-60,ahmedabad,1,0.8743728878088507,733.08,28553466.0,42003.07120000005
2396,2025-01-06,135176.0,PPP,27619.33,782,Male,57.0,Grocery And Daily Needs,DISBURSED,Cuddapah,Andhra Pradesh,516003.0,2025.0,1.0,1.0,>750,46-60,cuddapah,0,4.894253408753941,2371.5087719298244,105707632.0,27538.935100000046
2397,2025-01-06,142935.0,BBB,31801.0,769,Male,34.0,Grocery And Daily Needs,DISBURSED,Krishna,Andhra Pradesh,521121.0,2025.0,1.0,1.0,>750,31-35,krishna,0,4.49466997893148,4203.970588235294,109917015.0,31961.82385000001
2398,2025-01-07,47645.0,BBB,71547.0,734,Male,29.0,Automobiles,DISBURSED,Nizamabad,TELANGANA,503164.0,2025.0,1.0,1.0,700-749,26-30,nizamabad,0,0.6659258948663117,1642.9310344827586,34971430.0,71884.43615000002
2399,2025-01-06,300163.0,BBB,152451.0,753,Male,31.0,Others,DISBURSED,Pune,Maharashtra,411017.0,2025.0,1.0,1.0,>750,31-35,pune,1,1.9689146020688615,9682.677419354839,226022739.0,150757.40409999984
2400,2025-01-07,48530.0,BBB,17967.0,732,Female,39.0,Food & Beverages,CLOSED,Kurnool,Andhra Pradesh,518002.0,2025.0,1.0,1.0,700-749,36-45,kurnool,0,2.7010630600545444,1244.3589743589744,35523960.0,17935.694800000005
2401,2025-01-23,174708.0,BBB,135103.0,752,Male,53.0,Food & Beverages,CLOSED,Sanand,Gujarat,382110.0,2025.0,1.0,1.0,>750,46-60,sanand,0,1.2931467102877063,3296.377358490566,131380416.0,129086.31745000002
2402,2025-01-06,476450.0,BBB,372961.0000000001,761,Male,32.0,Grocery And Daily Needs,DISBURSED,Hyderabad,Telangana,500023.0,2025.0,1.0,1.0,>750,31-35,hyderabad,1,1.2774794147377335,14889.0625,362578450.0,372961.00000000006
2403,2025-01-25,38824.0,BBB,65932.0,101,Female,23.0,Food & Beverages,CLOSED,East Godavari,Andhra Pradesh,533214.0,2025.0,1.0,1.0,<600,22-25,east godavari,0,0.5888491172723412,1688.0,3921224.0,65861.292
2404,2025-01-06,140831.0,PPP,40589.0,776,Male,33.0,Food & Beverages,DISBURSED,Patna,Bihar,800004.0,2025.0,1.0,1.0,>750,31-35,patna,0,3.469683904506147,4267.606060606061,109284856.0,40869.40355000002
2405,2025-01-06,136135.0,PPP,46771.0,138,Male,42.0,Food & Beverages,DISBURSED,Cuddapah,Andhra Pradesh,516390.0,2025.0,1.0,1.0,<600,36-45,cuddapah,0,2.9106711423745484,3241.309523809524,18786630.0,46671.576700000005
2406,2025-01-05,83406.0,PPP,41831.5,786,Female,35.0,Food & Beverages,DISBURSED,Hyderabad,Telangana,501101.0,2025.0,1.0,1.0,>750,31-35,hyderabad,1,1.993856304459558,2383.0285714285715,65557116.0,40258.01555000007
2407,2025-01-05,31637.0,PPP,21191.4,744,Male,31.0,Food & Beverages,CLOSED,Kota,Rajasthan,324004.0,2025.0,1.0,1.0,700-749,31-35,kota,0,1.4929169380031522,1020.5483870967741,23537928.0,21598.944650000034
2408,2025-01-04,241592.0,PPP,63205.8,767,Male,40.0,Service And Utilities,DISBURSED,Medak,Telangana,502001.0,2025.0,1.0,1.0,>750,36-45,medak,0,3.8223074464685203,6039.8,185301064.0,63606.532300000115
2409,2025-01-04,282330.0,BBB,96283.0,715,Male,38.0,Others,DISBURSED,Karnal,Haryana,132001.0,2025.0,1.0,1.0,700-749,36-45,karnal,0,2.932293343580902,7429.736842105263,201865950.0,96332.98635000002
2410,2025-01-05,95290.0,BBB,14108.0,755,Male,44.0,Grocery And Daily Needs,DISBURSED,Nashik,Maharashtra,422009.0,2025.0,1.0,1.0,>750,36-45,nashik,0,6.754323787921747,2165.681818181818,71943950.0,14180.69
2411,2025-01-04,33351.0,BBB,4689.2,735,Male,46.0,Grocery And Daily Needs,DISBURSED,Puri,Odisha / Orissa,751010.0,2025.0,1.0,1.0,700-749,46-60,puri,0,7.112300605647019,725.0217391304348,24512985.0,4691.885999999985
2412,2025-01-04,53053.0,PPP,15449.5,744,Male,26.0,Retail And Shopping,CLOSED,Nanded,Maharashtra,431606.0,2025.0,1.0,1.0,700-749,26-30,nanded,0,3.4339622641509435,2040.5,39471432.0,15488.2968
2413,2025-01-04,137937.0,PPP,45449.58,708,Male,39.0,Grocery And Daily Needs,DISBURSED,Jamshedpur,East Singhbhum,831012.0,2025.0,1.0,1.0,700-749,36-45,jamshedpur,0,3.0349455374505108,3536.846153846154,97659396.0,46218.52570000003
2414,2025-01-04,218583.0,PPP,61910.0,753,Male,28.0,Retail And Shopping,DISBURSED,Tiruppur,Tamil Nadu,641603.0,2025.0,1.0,1.0,>750,26-30,tiruppur,0,3.5306574059118074,7806.535714285715,164592999.0,62567.292350000025
2415,2025-01-04,135176.0,PPP,46113.2,144,Female,32.0,Food & Beverages,DISBURSED,Kurnool,Andhra Pradesh,518216.0,2025.0,1.0,1.0,<600,31-35,kurnool,0,2.9313949151219174,4224.25,19465344.0,46130.17065000005
2416,2025-01-04,173628.0,PPP,49694.66,746,Female,28.0,Grocery And Daily Needs,DISBURSED,North Parganas,West Bengal,700156.0,2025.0,1.0,1.0,700-749,26-30,north parganas,0,3.493896527312995,6201.0,129526488.0,49789.86410000008
2417,2025-01-03,29719.0,PPP,10484.66,755,Male,29.0,Retail And Shopping,CLOSED,East Godavari,Andhra Pradesh,533105.0,2025.0,1.0,1.0,>750,26-30,east godavari,0,2.834522054124788,1024.7931034482758,22437845.0,10611.579749999974
2418,2025-01-03,19057.0,BBB,19700.0,786,Female,34.0,Food & Beverages,CLOSED,East Godavari,Andhra Pradesh,533286.0,2025.0,1.0,1.0,>750,31-35,east godavari,0,0.9673604060913705,560.5,14978802.0,20354.226800000015
2419,2025-01-03,95870.0,PPP,50924.0,764,Female,38.0,Food & Beverages,DISBURSED,Hyderabad,Telangana,500081.0,2025.0,1.0,1.0,>750,36-45,hyderabad,1,1.8826093786819573,2522.8947368421054,73244680.0,51029.286400000005
2420,2025-01-04,95870.0,PPP,109167.66,755,Female,42.0,Grocery And Daily Needs,DISBURSED,K v rangareddy,Telangana,500070.0,2025.0,1.0,1.0,>750,36-45,k v rangareddy,0,0.8781904824194271,2282.6190476190477,72381850.0,108707.9717500001
2421,2025-01-04,241150.0,PPP,280034.64,740,Male,53.0,Grocery And Daily Needs,CLOSED,Ahmedabad,Gujarat,380009.0,2025.0,1.0,1.0,700-749,46-60,ahmedabad,1,0.8611434642514225,4550.0,178451000.0,285640.6310999998
2422,2025-01-04,123468.0,PPP,38467.83,746,Male,32.0,Grocery And Daily Needs,DISBURSED,Anand,Gujarat,388001.0,2025.0,1.0,1.0,700-749,31-35,anand,0,3.2096429666035227,3858.375,92107128.0,37995.235800000046
2423,2025-01-04,33554.0,PPP,29421.16,786,Male,36.0,Service And Utilities,CLOSED,Nalgonda,Telangana,508250.0,2025.0,1.0,1.0,>750,36-45,nalgonda,0,1.1404716877240735,932.0555555555555,26373444.0,29848.561600000066
2424,2025-01-04,71902.0,PPP,68043.0,716,Female,31.0,Grocery And Daily Needs,CLOSED,Kamrup,Assam,781029.0,2025.0,1.0,1.0,700-749,31-35,kamrup,0,1.0567141366488837,2319.4193548387098,51481832.0,67906.66310000002
2425,2025-01-06,71902.0,PPP,138813.33,716,Female,23.0,Grocery And Daily Needs,CLOSED,Kamrup,Assam,781034.0,2025.0,1.0,1.0,700-749,22-25,kamrup,0,0.5179761914795935,3126.1739130434785,51481832.0,138539.44909999956
2426,2025-01-04,67109.0,PPP,30814.83,133,Female,22.0,Grocery And Daily Needs,DISBURSED,South Parganas,West Bengal,700141.0,2025.0,1.0,1.0,<600,22-25,south parganas,0,2.177815032567111,3050.409090909091,8925497.0,30920.335650000052
2427,2025-01-02,285870.0,BBB,28411.0,735,Female,38.0,Grocery And Daily Needs,DISBURSED,Nizamabad,TELANGANA,503309.0,2025.0,1.0,1.0,700-749,36-45,nizamabad,0,10.061947837105347,7522.894736842105,210114450.0,28482.345
2428,2025-01-03,71467.0,BBB,13764.0,700,Female,44.0,Food & Beverages,DISBURSED,Chittoor,Andhra Pradesh,517501.0,2025.0,1.0,1.0,600-699,36-45,chittoor,0,5.192313281022958,1624.25,50026900.0,13683.2383
2429,2025-01-03,94530.0,PPP,37750.66,771,Male,49.0,Retail And Shopping,DISBURSED,Mumbai,Maharashtra,400028.0,2025.0,1.0,1.0,>750,46-60,mumbai,1,2.5040621806347225,1929.1836734693877,72882630.0,37627.98575000007
2430,2025-01-03,71902.0,PPP,156652.2,787,Male,25.0,Retail And Shopping,CLOSED,North Goa,Goa,403507.0,2025.0,1.0,1.0,>750,22-25,north goa,0,0.45899131962398226,2876.08,56586874.0,159056.09929999957
2431,2025-01-10,71902.0,PPP,61172.0,754,Male,41.0,Food & Beverages,CLOSED,Jodhpur,Rajasthan,342003.0,2025.0,1.0,1.0,>750,36-45,jodhpur,0,1.175407048976656,1753.7073170731708,54214108.0,61651.23720000002
2432,2025-01-03,191740.0,PPP,172959.01,741,Male,43.0,Food & Beverages,DISBURSED,Bengaluru,Karnataka,560004.0,2025.0,1.0,1.0,700-749,36-45,bengaluru,1,1.1085863639020597,4459.069767441861,142079340.0,172771.40455000038
2433,2025-01-04,51769.0,PPP,28552.83,755,Male,21.0,Grocery And Daily Needs,DISBURSED,Gautam Buddha Nagar,Uttar Pradesh,201307.0,2025.0,1.0,1.0,>750,<=21,gautam buddha nagar,0,1.8130952343427953,2465.190476190476,39085595.0,28575.31945000005
2434,2025-01-03,95290.0,BBB,20418.0,757,Male,36.0,Grocery And Daily Needs,DISBURSED,Ludhiana,Punjab,141003.0,2025.0,1.0,1.0,>750,36-45,ludhiana,0,4.666960525026937,2646.9444444444443,72134530.0,20403.958300000002
2435,2025-01-03,85324.0,PPP,21406.21,723,Male,30.0,Food & Beverages,CLOSED,Bengaluru,Karnataka,560037.0,2025.0,1.0,1.0,700-749,26-30,bengaluru,1,3.985946134322704,2844.133333333333,61689252.0,21526.80889999999
2436,2025-01-04,71902.0,PPP,245236.75,778,Male,41.0,Food & Beverages,CLOSED,Idukki,Kerala,685612.0,2025.0,1.0,1.0,>750,36-45,idukki,0,0.29319422965766756,1753.7073170731708,55939756.0,241086.01589999988
2437,2025-01-03,23967.0,PPP,11405.33,746,Male,33.0,Food & Beverages,DISBURSED,West Champaran,Bihar,845450.0,2025.0,1.0,1.0,700-749,31-35,west champaran,0,2.1013859309638563,726.2727272727273,17879382.0,11412.172200000019
2438,2025-01-03,238225.0,BBB,125178.0,739,Male,41.0,Grocery And Daily Needs,DISBURSED,Bidar,Karnataka,585401.0,2025.0,1.0,1.0,700-749,36-45,bidar,0,1.9030899998402275,5810.365853658536,176048275.0,124595.09159999999
2439,2025-01-03,61356.0,PPP,17832.33,754,Male,29.0,Food & Beverages,DISBURSED,Nalgonda,Telangana,508213.0,2025.0,1.0,1.0,>750,26-30,nalgonda,0,3.440716945009429,2115.7241379310344,46262424.0,17829.167250000042
2440,2025-01-03,51769.0,PPP,40618.16,755,Male,26.0,Grocery And Daily Needs,CLOSED,Hyderabad,Telangana,500065.0,2025.0,1.0,1.0,>750,26-30,hyderabad,1,1.2745284375264658,1991.1153846153845,39085595.0,40112.7358000001
2441,2025-01-02,57174.0,BBB,27567.0,782,Male,59.0,Grocery And Daily Needs,DISBURSED,Bengaluru,Karnataka,560039.0,2025.0,1.0,1.0,>750,46-60,bengaluru,1,2.074001523560779,969.0508474576271,44710068.0,27726.094650000017
2442,2025-01-04,38584.0,PPP,28863.0,708,Male,25.0,Grocery And Daily Needs,DISBURSED,Kolkata,West Bengal,700023.0,2025.0,1.0,1.0,700-749,22-25,kolkata,1,1.336797976648304,1543.36,27317472.0,28873.033150000003
2443,2025-01-04,47935.0,PPP,20672.33,732,Male,25.0,Grocery And Daily Needs,DISBURSED,Nagpur,Maharashtra,440016.0,2025.0,1.0,1.0,700-749,22-25,nagpur,0,2.3188000578551136,1917.4,35088420.0,20678.845750000044
2444,2025-01-04,197743.0,PPP,57713.16,786,Male,44.0,Service And Utilities,DISBURSED,Hyderabad,Telangana,500018.0,2025.0,1.0,1.0,>750,36-45,hyderabad,1,3.426306928956931,4494.159090909091,155425998.0,57733.65565000009
2445,2025-01-03,21091.0,PPP,11962.0,726,Male,43.0,Grocery And Daily Needs,DISBURSED,Kamrup,Assam,781029.0,2025.0,1.0,1.0,700-749,36-45,kamrup,0,1.763166694532687,490.48837209302326,15312066.0,11930.769550000005
2446,2025-01-03,38824.0,BBB,91075.0,754,Male,28.0,Automobiles,CLOSED,Mysore,Karnataka,570001.0,2025.0,1.0,1.0,>750,26-30,mysore,0,0.42628602799890203,1386.5714285714287,29273296.0,91547.2791
2447,2025-01-03,28587.0,BBB,7232.0,742,Male,41.0,Others,DISBURSED,Ludhiana,Punjab,141015.0,2025.0,1.0,1.0,700-749,36-45,ludhiana,0,3.9528484513274336,697.2439024390244,21211554.0,7189.415
2448,2025-01-03,49852.0,PPP,12382.66,780,Male,52.0,Grocery And Daily Needs,DISBURSED,Bengaluru,Karnataka,562130.0,2025.0,1.0,1.0,>750,46-60,bengaluru,1,4.0259524205623025,958.6923076923077,38884560.0,12769.391550000018
2449,2025-01-02,238225.0,BBB,35815.0,786,Male,35.0,Grocery And Daily Needs,DISBURSED,Allahabad,Uttar Pradesh,211019.0,2025.0,1.0,1.0,>750,31-35,allahabad,0,6.651542649727768,6806.428571428572,187244850.0,36288.36760000001
2450,2025-01-02,9528.0,BBB,318900.0,725,Male,24.0,Grocery And Daily Needs,CLOSED,Warangal,TELANGANA,506001.0,2025.0,1.0,1.0,700-749,22-25,warangal,0,0.029877704609595483,397.0,6907800.0,305699.10749999987
2451,2025-01-02,16297.0,PPP,28552.0,747,Male,22.0,Food & Beverages,CLOSED,North West Delhi,Delhi,110086.0,2025.0,1.0,1.0,700-749,22-25,north west delhi,0,0.5707831325301205,740.7727272727273,12173859.0,30553.837900000006
2452,2025-01-05,38824.0,BBB,10845.0,763,Male,36.0,Grocery And Daily Needs,CLOSED,Latur,Maharashtra,413512.0,2025.0,1.0,1.0,>750,36-45,latur,0,3.5798985707699402,1078.4444444444443,29622712.0,10877.580550000002
2453,2025-01-04,236798.0,PPP,33641.4,770,Male,45.0,Food & Beverages,DISBURSED,Koppal,Karnataka,583277.0,2025.0,1.0,1.0,>750,36-45,koppal,0,7.0388866099508345,5262.177777777778,182334460.0,33718.50000000007
2454,2025-01-08,33971.0,BBB,40640.0,721,Male,24.0,Others,CLOSED,Indore,Madhya Pradesh,452014.0,2025.0,1.0,1.0,700-749,22-25,indore,0,0.8359005905511812,1415.4583333333333,24493091.0,40684.67754999999
2455,2025-01-02,47935.0,PPP,33114.83,745,Male,38.0,Food & Beverages,CLOSED,Surat,Gujarat,395002.0,2025.0,1.0,1.0,700-749,36-45,surat,0,1.4475387613344233,1261.4473684210527,35711575.0,33020.00235000004
2456,2025-01-03,141165.0,BBB,49280.0,738,Male,28.0,Grocery And Daily Needs,DISBURSED,Kharagpur,West Bengal,721301.0,2025.0,1.0,1.0,700-749,26-30,kharagpur,0,2.864549512987013,5041.607142857143,104179770.0,48889.85085
2457,2025-01-02,26843.0,PPP,14667.16,719,Male,44.0,Service And Utilities,DISBURSED,Dakshina Kannada,Karnataka,575020.0,2025.0,1.0,1.0,700-749,36-45,dakshina kannada,0,1.8301429860995584,610.0681818181819,19300117.0,14504.753350000008
2458,2025-01-06,77168.0,PPP,33657.0,773,Male,33.0,Retail And Shopping,DISBURSED,North Parganas,West Bengal,743235.0,2025.0,1.0,1.0,>750,31-35,north parganas,0,2.2927771340285825,2338.4242424242425,59650864.0,33689.686900000015
